id;Consent_000_RAW;Consent_001_RAW;Consent_000_DIR;Consent_001_DIR;Consent_RAW_NA;Consent_DIR_NA;Consent_DIRt;ExperimentsIssues_000_RAW;ExperimentsIssues_001_RAW;ExperimentsIssues_002_RAW;ExperimentsIssues_003_RAW;ExperimentsIssues_004_RAW;ExperimentsIssues_005_RAW;ExperimentsIssues_000_DIR;ExperimentsIssues_001_DIR;ExperimentsIssues_IssuesExperiments_DIRd;ExperimentsIssues_003_DIR;ExperimentsIssues_005_DIR;ExperimentsIssues_RAW_NA;ExperimentsIssues_DIR_NA;ExperimentsIssues_FrequencyIssues_DIRd;ExperimentsIssues_WhoIsGod_DIRd;ExperimentsIssues_Experience_DIRd;Goodbye_001_RAW;Goodbye_001_DIR;Goodbye_RAW_NA;Goodbye_DIR_NA;Goodbye_DIRt
142;;;NA;NA;0;2;0;;Always;"Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols";NA;NA;Postdoc or non-ternure track Academic;;Always;"Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA";NA;2;2;2;Always;NA;2;ojozwaqqnag1zlyqnoq8;ojozwaqqnag1zlyqnoq8;0;0;DONE
143;;;NA;NA;0;2;0;;Sometimes;"Errors in the coding of items; Data preparation was harder than it could have been; Errors so bad that my friend had to start over; My friends do not have errors in their protocols";NA;NA;Student (Master, PhD,...);;Sometimes;"Errors in the coding of items; Data preparation was harder than it could have been; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA";NA;1;2;2;Sometimes;NA;1;rcl8jpc56phk7l6s93bf;rcl8jpc56phk7l6s93bf;0;0;DONE
144;;;NA;NA;0;2;0;;Sometimes;"Spelling errors; Data not what we expected; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; Other";NA;QdXcGgvbnD2rPSxIrkB2aSkWkNmlBQxDjj4B7CuUGP5Too5lNbLFVYuzxHtbzAIy;Early Career Academic;;Sometimes;"Spelling errors; Data not what we expected; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; Other; QdXcGgvbnD2rPSxIrkB2aSkWkNmlBQxDjj4B7CuUGP5Too5lNbLFVYuzxHtbzAIy";NA;3;1;1;Sometimes;NA;3;qcuugva4nbbo1emv0swr;qcuugva4nbbo1emv0swr;0;0;DONE
145;;;NA;NA;0;2;0;;Always;"Errors in the coding of items; Data not what we expected; Match between hypotheses and data not clear";NA;NA;Senior academic;;Always;"Errors in the coding of items; Data not what we expected; Match between hypotheses and data not clear; NA";NA;4;2;2;Always;NA;4;6b02al4h3dkghf36kwhm;6b02al4h3dkghf36kwhm;0;0;DONE
146;;;NA;NA;0;2;0;;Often;Errors in the coding of items;NA;NA;Early Career Academic;;Often;"Errors in the coding of items; NA";NA;3;2;2;Often;NA;3;lcnudsxd1v1fdyjm7el1;lcnudsxd1v1fdyjm7el1;0;0;DONE
147;;;NA;NA;0;2;0;;Always;"Errors in the coding of items; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;vizfp43KBX8HdRwEMVi;Student (Master, PhD,...);;Always;"Errors in the coding of items; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; vizfp43KBX8HdRwEMVi";NA;1;1;1;Always;NA;1;hbsch2cfj8lk75661tw8;hbsch2cfj8lk75661tw8;0;0;DONE
148;;;NA;NA;0;2;0;;Always;"Errors in the coding of items; Match between hypotheses and data not clear";NA;NA;Postdoc or non-ternure track Academic;;Always;"Errors in the coding of items; Match between hypotheses and data not clear; NA";NA;2;2;2;Always;NA;2;lwqzbhnk4bhddojcvrdz;lwqzbhnk4bhddojcvrdz;0;0;DONE
149;;;NA;NA;0;2;0;;Rarely;"Important content errors; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear";NA;NA;Student (Master, PhD,...);;Rarely;"Important content errors; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; NA";NA;1;2;2;Rarely;NA;1;smxsnl7qbtypalgagcj5;smxsnl7qbtypalgagcj5;0;0;DONE
15;;;NA;NA;0;2;0;;Rarely;"Spelling errors; Errors in the coding of items; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols";NA;NA;Early Career Academic;;Rarely;"Spelling errors; Errors in the coding of items; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; NA";NA;3;2;2;Rarely;NA;3;1oa9us5cth090tqr8z7s;1oa9us5cth090tqr8z7s;0;0;DONE
150;;;NA;NA;0;2;0;;Sometimes;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;pRiXFHmfekFnwTOLBDwADOX0q6NTKccMhmfQEiPFFsjHvpqpTj4Yk3CKAmZRBAwuqjUaR7ATsVxl0dD3IaYUchCaAu91o49;Postdoc or non-ternure track Academic;;Sometimes;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; pRiXFHmfekFnwTOLBDwADOX0q6NTKccMhmfQEiPFFsjHvpqpTj4Yk3CKAmZRBAwuqjUaR7ATsVxl0dD3IaYUchCaAu91o49";NA;2;1;1;Sometimes;NA;2;ewb079ct4nya2msj5cqs;ewb079ct4nya2msj5cqs;0;0;DONE
151;;;NA;NA;0;2;0;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols";NA;NA;Postdoc or non-ternure track Academic;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA";NA;2;2;2;Rarely;NA;2;qc1j7enqy6z1mbprbqb7;qc1j7enqy6z1mbprbqb7;0;0;DONE
152;;;NA;NA;0;2;0;;Often;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other";NA;WMoL3uYPr9uqxrmyOuUEu;Student (Master, PhD,...);;Often;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; WMoL3uYPr9uqxrmyOuUEu";NA;1;1;1;Often;NA;1;oqloyuy0sgucj9zq8qd1;oqloyuy0sgucj9zq8qd1;0;0;DONE
153;;;NA;NA;0;2;0;;Always;"Match between hypotheses and data not clear; Other";NA;JqYC0jJ8GLeu2nPwMcadLsAv9KDbYmmP6fROCVofgEbbZ7bss7WkwUCJCEPL7WDEI51thGNUsxa3;Senior academic;;Always;"Match between hypotheses and data not clear; Other; JqYC0jJ8GLeu2nPwMcadLsAv9KDbYmmP6fROCVofgEbbZ7bss7WkwUCJCEPL7WDEI51thGNUsxa3";NA;4;1;1;Always;NA;4;z39uo151cwk1pv4zrg5b;z39uo151cwk1pv4zrg5b;0;0;DONE
154;;;NA;NA;0;2;0;;Rarely;Errors in the coding of items;NA;NA;Student (Master, PhD,...);;Rarely;"Errors in the coding of items; NA";NA;1;2;2;Rarely;NA;1;fz8kawypwgrtq72thubm;fz8kawypwgrtq72thubm;0;0;DONE
155;;;NA;NA;0;2;0;;Often;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;q3RL9CcjnzlGprSfl0Mi3Vv;Early Career Academic;;Often;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; q3RL9CcjnzlGprSfl0Mi3Vv";NA;3;1;1;Often;NA;3;t4y4zztlm5yuxqgh8mf3;t4y4zztlm5yuxqgh8mf3;0;0;DONE
156;;;NA;NA;0;2;0;;Always;"Spelling errors; Important content errors; Data not what we expected; Errors so bad that my friend had to start over; Other";NA;m266tzUMUD0Mt;Postdoc or non-ternure track Academic;;Always;"Spelling errors; Important content errors; Data not what we expected; Errors so bad that my friend had to start over; Other; m266tzUMUD0Mt";NA;2;1;1;Always;NA;2;dqferhpfd0p8zja92g59;dqferhpfd0p8zja92g59;0;0;DONE
157;;;NA;NA;0;2;0;;Rarely;"Important content errors; Errors in the coding of items; Data not what we expected; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;huCA5pUuncWurJgwkoapjJs76sB7bVKLhIyWn6WydGqCb4sCHdjNbctg94LSzc;Early Career Academic;;Rarely;"Important content errors; Errors in the coding of items; Data not what we expected; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; huCA5pUuncWurJgwkoapjJs76sB7bVKLhIyWn6WydGqCb4sCHdjNbctg94LSzc";NA;3;1;1;Rarely;NA;3;wou0v7hgsuo7n2vwzbq0;wou0v7hgsuo7n2vwzbq0;0;0;DONE
158;;;NA;NA;0;2;0;;Never;NA;No, but my Research assistant is;NA;Postdoc or non-ternure track Academic;;Never;"NA; NA";My research assistant;2;2;2;Never;My research assistant;2;jkk1l3zbpkgxa7v8mf6z;jkk1l3zbpkgxa7v8mf6z;0;0;DONE
159;;;NA;NA;0;2;0;;Never;NA;Of course;NA;Early Career Academic;;Never;"NA; NA";Me;3;2;2;Never;Me;3;pf7h4o6thgn7qd27s2uw;pf7h4o6thgn7qd27s2uw;0;0;DONE
16;;;NA;NA;0;2;0;;Always;"Errors in participants balancing to conditions; Match between hypotheses and data not clear; Errors so bad that my friend had to start over";NA;NA;Student (Master, PhD,...);;Always;"Errors in participants balancing to conditions; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; NA";NA;1;2;2;Always;NA;1;ub5k4jyg4sel4p1rgj4b;ub5k4jyg4sel4p1rgj4b;0;0;DONE
160;;;NA;NA;0;2;0;;Sometimes;"Spelling errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Match between hypotheses and data not clear; Errors so bad that my friend had to start over";NA;NA;Early Career Academic;;Sometimes;"Spelling errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; NA";NA;3;2;2;Sometimes;NA;3;o4o8fgwc4o73b9kc2o27;o4o8fgwc4o73b9kc2o27;0;0;DONE
161;;;NA;NA;0;2;0;;Never;NA;Of course;NA;Senior academic;;Never;"NA; NA";Me;4;2;2;Never;Me;4;9wscefb5o1c9x02tcnus;9wscefb5o1c9x02tcnus;0;0;DONE
162;;;NA;NA;0;2;0;;Always;"Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other";NA;cclRUul88r8myCkLqpHRkeSMDiha3cDFm7aKT4r0rC0B0ElXVun3MN5ycxdK99Q0JjYTaxV;Early Career Academic;;Always;"Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; cclRUul88r8myCkLqpHRkeSMDiha3cDFm7aKT4r0rC0B0ElXVun3MN5ycxdK99Q0JjYTaxV";NA;3;1;1;Always;NA;3;t9lmcnehhfl8lp8axorp;t9lmcnehhfl8lp8axorp;0;0;DONE
163;;;NA;NA;0;2;0;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols";NA;NA;Early Career Academic;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA";NA;3;2;2;Rarely;NA;3;9156mbyx35tqx3hrrbgp;9156mbyx35tqx3hrrbgp;0;0;DONE
164;;;NA;NA;0;2;0;;Often;"Spelling errors; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other";NA;NFp5L4uYFfA5KaX5g1ifMT5bB5Zt8owE1WYIwZsrpWKMaGOgLXhdu7aQanxkt3a1KcrY0cSwxTGnmYVVTZjGY9pc6Ey2EoNxIC;Early Career Academic;;Often;"Spelling errors; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; NFp5L4uYFfA5KaX5g1ifMT5bB5Zt8owE1WYIwZsrpWKMaGOgLXhdu7aQanxkt3a1KcrY0cSwxTGnmYVVTZjGY9pc6Ey2EoNxIC";NA;3;1;1;Often;NA;3;7uxrk4kff25nzr8tfdy7;7uxrk4kff25nzr8tfdy7;0;0;DONE
165;;;NA;NA;0;2;0;;Often;"Errors in participants balancing to conditions; Data not what we expected; Other";NA;kHUyRo6toXw3KVlB2CW4kJ26iEZNdAMvVVk7aD7jXCnGmM3Eqgj;Early Career Academic;;Often;"Errors in participants balancing to conditions; Data not what we expected; Other; kHUyRo6toXw3KVlB2CW4kJ26iEZNdAMvVVk7aD7jXCnGmM3Eqgj";NA;3;1;1;Often;NA;3;xv2ma2yg7he7yeye6xmd;xv2ma2yg7he7yeye6xmd;0;0;DONE
166;;;NA;NA;0;2;0;;Always;"Spelling errors; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols";NA;NA;Early Career Academic;;Always;"Spelling errors; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; NA";NA;3;2;2;Always;NA;3;xtwk6yeyf195r0u9p6ul;xtwk6yeyf195r0u9p6ul;0;0;DONE
167;;;NA;NA;0;2;0;;Sometimes;"Errors in participants balancing to conditions; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols";NA;NA;Early Career Academic;;Sometimes;"Errors in participants balancing to conditions; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA";NA;3;2;2;Sometimes;NA;3;wvmlzadqhx299kl0qobt;wvmlzadqhx299kl0qobt;0;0;DONE
168;;;NA;NA;0;2;0;;Sometimes;"Data not what we expected; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols";NA;NA;Senior academic;;Sometimes;"Data not what we expected; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; NA";NA;4;2;2;Sometimes;NA;4;gnn6nytbvbjnt9ok3qbs;gnn6nytbvbjnt9ok3qbs;0;0;DONE
169;;;NA;NA;0;2;0;;Rarely;"Important content errors; My friends do not have errors in their protocols; Other";NA;4rQU0cJz8YaLXw1F1MdpXvFYytlJGTS5AG6qHhSSadicjNGdi9i4j9e0Fw1R33NJ6UGHD0RT3BAC1GQ;Early Career Academic;;Rarely;"Important content errors; My friends do not have errors in their protocols; Other; 4rQU0cJz8YaLXw1F1MdpXvFYytlJGTS5AG6qHhSSadicjNGdi9i4j9e0Fw1R33NJ6UGHD0RT3BAC1GQ";NA;3;1;1;Rarely;NA;3;gv5xbgleuu5qoghb4tnv;gv5xbgleuu5qoghb4tnv;0;0;DONE
17;;;NA;NA;0;2;0;;Always;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over";NA;NA;Early Career Academic;;Always;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; NA";NA;3;2;2;Always;NA;3;zv2dnymllhzyhxurlduc;zv2dnymllhzyhxurlduc;0;0;DONE
170;;;NA;NA;0;2;0;;Sometimes;"Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;YFgFKb8mMMLUXFPQZ1aeCwOPXIvxyXJhSfyXIaJG0ygy7TfOAgw;Senior academic;;Sometimes;"Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; YFgFKb8mMMLUXFPQZ1aeCwOPXIvxyXJhSfyXIaJG0ygy7TfOAgw";NA;4;1;1;Sometimes;NA;4;mvxonk9vff9crzybycpv;mvxonk9vff9crzybycpv;0;0;DONE
171;;;NA;NA;0;2;0;;Never;NA;Of course;NA;Early Career Academic;;Never;"NA; NA";Me;3;2;2;Never;Me;3;kqnxjb0wkb0r9loag986;kqnxjb0wkb0r9loag986;0;0;DONE
172;;;NA;NA;0;2;0;;Rarely;"Important content errors; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over";NA;NA;Senior academic;;Rarely;"Important content errors; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; NA";NA;4;2;2;Rarely;NA;4;o9hs6cp4zs6nqa0rud98;o9hs6cp4zs6nqa0rud98;0;0;DONE
173;;;NA;NA;0;2;0;;Sometimes;"Important content errors; Data preparation was harder than it could have been";NA;NA;Postdoc or non-ternure track Academic;;Sometimes;"Important content errors; Data preparation was harder than it could have been; NA";NA;2;2;2;Sometimes;NA;2;rrjlcf0t86lft4lp00fc;rrjlcf0t86lft4lp00fc;0;0;DONE
174;;;NA;NA;0;2;0;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;gQzs;Postdoc or non-ternure track Academic;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; gQzs";NA;2;1;1;Rarely;NA;2;9um6o99349nf3z991yoa;9um6o99349nf3z991yoa;0;0;DONE
175;;;NA;NA;0;2;0;;Sometimes;"Important content errors; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols";NA;NA;Student (Master, PhD,...);;Sometimes;"Important content errors; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; NA";NA;1;2;2;Sometimes;NA;1;pp2b9nvh072axyjgp1sj;pp2b9nvh072axyjgp1sj;0;0;DONE
176;;;NA;NA;0;2;0;;Sometimes;"Spelling errors; Important content errors; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Other";NA;qi5WESe9eNJZ8veS6CvJGiN1WGATKvYByUUaigAxg9Zep47tYV89AYf9ZlZmfDH5aM9SHOJa9d0okeRRmSzNzT;Senior academic;;Sometimes;"Spelling errors; Important content errors; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Other; qi5WESe9eNJZ8veS6CvJGiN1WGATKvYByUUaigAxg9Zep47tYV89AYf9ZlZmfDH5aM9SHOJa9d0okeRRmSzNzT";NA;4;1;1;Sometimes;NA;4;03fcrxsltuxczck15osv;03fcrxsltuxczck15osv;0;0;DONE
177;;;NA;NA;0;2;0;;Never;NA;Of course;NA;Postdoc or non-ternure track Academic;;Never;"NA; NA";Me;2;2;2;Never;Me;2;mxzvqu6crm3b01kwazgp;mxzvqu6crm3b01kwazgp;0;0;DONE
178;;;NA;NA;0;2;0;;Never;NA;No, but my Research assistant is;NA;Postdoc or non-ternure track Academic;;Never;"NA; NA";My research assistant;2;2;2;Never;My research assistant;2;1wwfkv0uln0r783e6tua;1wwfkv0uln0r783e6tua;0;0;DONE
179;;;NA;NA;0;2;0;;Never;NA;No, but my Research assistant is;NA;Postdoc or non-ternure track Academic;;Never;"NA; NA";My research assistant;2;2;2;Never;My research assistant;2;2yz0dxpmon3xgl2afd55;2yz0dxpmon3xgl2afd55;0;0;DONE
18;;;NA;NA;0;2;0;;Sometimes;Data not what we expected;NA;NA;Early Career Academic;;Sometimes;"Data not what we expected; NA";NA;3;2;2;Sometimes;NA;3;4z5yd6wsdpgwre20u1z8;4z5yd6wsdpgwre20u1z8;0;0;DONE
180;;;NA;NA;0;2;0;;Always;"Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper";NA;NA;Senior academic;;Always;"Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; NA";NA;4;2;2;Always;NA;4;w81fpzwnxutzq976l1qu;w81fpzwnxutzq976l1qu;0;0;DONE
181;;;NA;NA;0;2;0;;Often;"Spelling errors; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols";NA;NA;Student (Master, PhD,...);;Often;"Spelling errors; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA";NA;1;2;2;Often;NA;1;4a2l13723znfqoht84ro;4a2l13723znfqoht84ro;0;0;DONE
182;;;NA;NA;0;2;0;;Rarely;"Spelling errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Other";NA;0qlAb0GZnM0CPATuVadmkk6buBMVBjl68YKv8SDn4lXBC1zFkvWIlhM;Student (Master, PhD,...);;Rarely;"Spelling errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Other; 0qlAb0GZnM0CPATuVadmkk6buBMVBjl68YKv8SDn4lXBC1zFkvWIlhM";NA;1;1;1;Rarely;NA;1;ufqjx9qjhkh19x2zueqe;ufqjx9qjhkh19x2zueqe;0;0;DONE
183;;;NA;NA;0;2;0;;Often;"Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over";NA;NA;Early Career Academic;;Often;"Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; NA";NA;3;2;2;Often;NA;3;qe7rbwtrnm38ar6qglwl;qe7rbwtrnm38ar6qglwl;0;0;DONE
184;;;NA;NA;0;2;0;;Never;NA;No, but my Research assistant is;NA;Student (Master, PhD,...);;Never;"NA; NA";My research assistant;1;2;2;Never;My research assistant;1;1wn60xs9tuty4fc8su0j;1wn60xs9tuty4fc8su0j;0;0;DONE
185;;;NA;NA;0;2;0;;Always;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;b63FBHNQ1UG0Ps3D7S5dNHfqcCo2fokLmbfzP884qykTbrATXEjE4aqNhXprhm;Postdoc or non-ternure track Academic;;Always;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; b63FBHNQ1UG0Ps3D7S5dNHfqcCo2fokLmbfzP884qykTbrATXEjE4aqNhXprhm";NA;2;1;1;Always;NA;2;8gy7rfuv3hb4aah4zfb7;8gy7rfuv3hb4aah4zfb7;0;0;DONE
186;;;NA;NA;0;2;0;;Sometimes;"Spelling errors; Important content errors; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols";NA;NA;Early Career Academic;;Sometimes;"Spelling errors; Important content errors; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; NA";NA;3;2;2;Sometimes;NA;3;s0qba2zevkxon10xzrzs;s0qba2zevkxon10xzrzs;0;0;DONE
187;;;NA;NA;0;2;0;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other";NA;SR9a7GMzsZbOs9ZSmizDMU4aO11gLRS75;Early Career Academic;;Rarely;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; SR9a7GMzsZbOs9ZSmizDMU4aO11gLRS75";NA;3;1;1;Rarely;NA;3;yv462hjw1pnrhs8h2rvk;yv462hjw1pnrhs8h2rvk;0;0;DONE
188;;;NA;NA;0;2;0;;Often;"Errors so bad that my friend had to start over; Other";NA;tRI5H2SCEHwA8uKwxCxEK5yNSg0XR1PhQBNdzt9BclakxvJGAGT92XcZWGLB8YtjqvQze2SmXC;Senior academic;;Often;"Errors so bad that my friend had to start over; Other; tRI5H2SCEHwA8uKwxCxEK5yNSg0XR1PhQBNdzt9BclakxvJGAGT92XcZWGLB8YtjqvQze2SmXC";NA;4;1;1;Often;NA;4;qhwx8zyv2yh39qy0jzev;qhwx8zyv2yh39qy0jzev;0;0;DONE
189;;;NA;NA;0;2;0;;Always;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other";NA;yLG01moSBliQHJkwmGTxl1MzW5KriR4rnLIQ16Ur3Fikc0xTzOMjJ5OKqbyBgU;Senior academic;;Always;"Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; yLG01moSBliQHJkwmGTxl1MzW5KriR4rnLIQ16Ur3Fikc0xTzOMjJ5OKqbyBgU";NA;4;1;1;Always;NA;4;btt5zoepaaaz890y4uwp;btt5zoepaaaz890y4uwp;0;0;DONE
