filename,project,experiment,version,datetime,id,success,procedure,trial_type,trial_index,time_elapsed,internal_node_id,view_history,rt,trialid,stimulus,button_pressed,response,question_order,input
38_Consent_original_2023-11-03T134123_150.csv,38,Consent,original,2023-11-03T134123,150,NA,Consent,instructions,1,385,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":383}]",383,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134123_150.csv
38_Consent_original_2023-11-03T134123_150.csv,38,Consent,original,2023-11-03T134123,150,NA,Consent,html-button-response,2,900,0.0-3.0,,513.7999999998137,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134123_150.csv
38_Consent_original_2023-11-03T134140_149.csv,38,Consent,original,2023-11-03T134140,149,NA,Consent,instructions,1,328,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":325}]",325,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134140_149.csv
38_Consent_original_2023-11-03T134140_149.csv,38,Consent,original,2023-11-03T134140,149,NA,Consent,html-button-response,2,894,0.0-3.0,,564.8999999994412,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134140_149.csv
38_Consent_original_2023-11-03T134141_148.csv,38,Consent,original,2023-11-03T134141,148,NA,Consent,instructions,1,311,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":309}]",309,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134141_148.csv
38_Consent_original_2023-11-03T134141_148.csv,38,Consent,original,2023-11-03T134141,148,NA,Consent,html-button-response,2,822,0.0-3.0,,509.40000000037253,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134141_148.csv
38_Consent_original_2023-11-03T134202_146.csv,38,Consent,original,2023-11-03T134202,146,NA,Consent,instructions,1,430,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":427}]",427,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134202_146.csv
38_Consent_original_2023-11-03T134202_146.csv,38,Consent,original,2023-11-03T134202,146,NA,Consent,html-button-response,2,987,0.0-3.0,,555.0999999996275,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134202_146.csv
38_Consent_original_2023-11-03T134202_147.csv,38,Consent,original,2023-11-03T134202,147,NA,Consent,instructions,1,430,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":427}]",427,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134202_147.csv
38_Consent_original_2023-11-03T134202_147.csv,38,Consent,original,2023-11-03T134202,147,NA,Consent,html-button-response,2,1070,0.0-3.0,,638,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134202_147.csv
38_Consent_original_2023-11-03T134203_145.csv,38,Consent,original,2023-11-03T134203,145,NA,Consent,instructions,1,432,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":429}]",429,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134203_145.csv
38_Consent_original_2023-11-03T134203_145.csv,38,Consent,original,2023-11-03T134203,145,NA,Consent,html-button-response,2,962,0.0-3.0,,528.7000000001863,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134203_145.csv
38_Consent_original_2023-11-03T134204_144.csv,38,Consent,original,2023-11-03T134204,144,NA,Consent,instructions,1,490,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":485}]",486,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134204_144.csv
38_Consent_original_2023-11-03T134204_144.csv,38,Consent,original,2023-11-03T134204,144,NA,Consent,html-button-response,2,1162,0.0-3.0,,670.2999999998137,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134204_144.csv
38_Consent_original_2023-11-03T134206_143.csv,38,Consent,original,2023-11-03T134206,143,NA,Consent,instructions,1,598,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":595}]",595,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134206_143.csv
38_Consent_original_2023-11-03T134206_143.csv,38,Consent,original,2023-11-03T134206,143,NA,Consent,html-button-response,2,1364,0.0-3.0,,763.6000000005588,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134206_143.csv
38_Consent_original_2023-11-03T134223_142.csv,38,Consent,original,2023-11-03T134223,142,NA,Consent,instructions,1,378,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":376}]",376,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134223_142.csv
38_Consent_original_2023-11-03T134223_142.csv,38,Consent,original,2023-11-03T134223,142,NA,Consent,html-button-response,2,873,0.0-3.0,,493.1000000005588,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134223_142.csv
38_Consent_original_2023-11-03T134224_141.csv,38,Consent,original,2023-11-03T134224,141,NA,Consent,instructions,1,341,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":337}]",338,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134224_141.csv
38_Consent_original_2023-11-03T134224_141.csv,38,Consent,original,2023-11-03T134224,141,NA,Consent,html-button-response,2,780,0.0-3.0,,437.5,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134224_141.csv
38_Consent_original_2023-11-03T134240_140.csv,38,Consent,original,2023-11-03T134240,140,NA,Consent,instructions,1,330,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":325}]",326,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134240_140.csv
38_Consent_original_2023-11-03T134240_140.csv,38,Consent,original,2023-11-03T134240,140,NA,Consent,html-button-response,2,796,0.0-3.0,,464.70000000018626,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-11-03T134240_140.csv
38_Consent_original_2023-11-03T134241_139.csv,38,Consent,original,2023-11-03T134241,139,NA,Consent,instructions,1,373,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":370}]",370,Consent_000,,,NA,NA,38_Consent_original_2023-11-03T134241_139.csv
